Planta,Puesto,Analisis
1,Supervisor de Ingenieria (IR) - Nivel 3,Analisis
1,Supervisor de Ingenieria (IR) - Nivel 4,Analisis
1,Ingeniero de Proceso (IR),Analisis
1,Sup. de Produccion "III" (IR),Analisis
1,Supervisor Sr de Moldeo - Nivel 1,Analisis
1,Supervisor Sr de Moldeo - Nivel 2,Analisis
1,Supervisor Sr de Moldeo - Nivel 3,Analisis
1,Supervisor Sr de Moldeo - Nivel 4,Analisis
1,Gerente Materiales Sr,Analisis
1,Gerente de Materiales (IRR),Analisis
1,Planner/Buyer (IR),Analisis
1,Planner/Buyer Sr.(IR),Analisis
1,Planner/Buyer Jr (DD),Analisis
1,Director de Recursos Humanos,Analisis
1,Especialista Desarrollo Organizacional,Analisis
1,Especialista Operaciones RH,Analisis
1,Practicas Profesionales,Analisis
1,Analista Sr Soporte Técnico,Analisis
1,Soporte Tecnico Jr,Analisis
1,VicePresidente Operaciones Manufactura,Analisis
1,Gerente de Calidad Sr,Analisis
1,Supervisor Sr Seg e Higiene - Nivel 1,Analisis
1,Supervisor Sr Seg e Higiene - Nivel 2,Analisis
1,Supervisor Sr Seg e Higiene - Nivel 3,Analisis
1,Supervisor Sr Seg e Higiene - Nivel 4,Analisis
1,Auxiliar cumplimiento aduanero,Analisis
1,Coordinador de Logistica,Analisis
1,Mensajero,Analisis
1,Gerente de Operaciones (IR),Analisis
1,Asistente de Recursos Humanos,Analisis
1,Talent Management Business Partner,Analisis
1,Gerente Service Desk,Analisis
1,Soporte Tecnico II,Analisis
1,Soporte Tecnico III,Analisis
1,Ingeniero de Procesos Sr,Analisis
1,Ingeniero Tooling III (IR),Analisis
1,Supervisor Cumplim. Aduanero - Nivel 1,Analisis
1,Supervisor Cumplim. Aduanero - Nivel 2,Analisis
1,Supervisor Cumplim. Aduanero - Nivel 3,Analisis
1,Supervisor Cumplim. Aduanero - Nivel 4,Analisis
1,Gerente Recursos Humanos,Analisis
1,Contralor,Analisis
1,Supervisor de Nominas - Nivel 1,Analisis
1,Supervisor de Nominas - Nivel 2,Analisis
1,Supervisor de Nominas - Nivel 3,Analisis
1,Supervisor de Nominas - Nivel 4,Analisis
1,Supervisor de Mantenimiento - Nivel 1,Analisis
1,Supervisor de Mantenimiento - Nivel 2,Analisis
1,Supervisor de Mantenimiento - Nivel 3,Analisis
1,Supervisor de Mantenimiento - Nivel 4,Analisis
1,Supervisor de Mantenimiento Sr - Nivel 1,Analisis
1,Supervisor de Mantenimiento Sr - Nivel 2,Analisis
1,Supervisor de Mantenimiento Sr - Nivel 3,Analisis
1,Supervisor de Mantenimiento Sr - Nivel 4,Analisis
1,Supervisor Sr de Produccion IR - Nivel 1,Analisis
1,Supervisor Sr de Produccion IR - Nivel 2,Analisis
1,Supervisor Sr de Produccion IR - Nivel 3,Analisis
1,Supervisor Sr de Produccion IR - Nivel 4,Analisis
1,Asistente Relaciones Laborales,Analisis
1,Enfermero(a),Analisis
2,Supervisor de Moldeo Jr. (IR) - Nivel 1,Analisis
2,Supervisor de Moldeo Jr. (IR) - Nivel 2,Analisis
2,Supervisor de Moldeo Jr. (IR) - Nivel 3,Analisis
2,Supervisor de Moldeo Jr. (IR) - Nivel 4,Analisis
2,Gerente de Produccion,Analisis
2,Ingeniero de Automatizacion Jr,Analisis
2,Ingeniero Calidad Jr. FX),Analisis
2,Ingeniero de Calidad "II" (FX),Analisis
2,Ingeniero de Seg./Medio Amb.,Analisis
2,Gerente de Ingenieria (FX),Analisis
2,Ing. de Manufactura II  (FX),Analisis
2,Ingeniero Jr. (FX),Analisis
2,Analista Customer Services,Analisis
